school_code,school_name,school_type,charter_status,address,latitude,longitude,ward,census_tract,zipcode,marid,phone,choice_set,choice_set_schools,ms_choice_set,n_eligible,n_attending,sy12_enrollment,building_capacity,new_fp_ms,new_fp_hs,old_fp_ms,old_fp_hs,grades,esea
435,McKinley Middle School,Regular school,FALSE,151 T. St. NE,38.91522012,-77.00412244,Ward 5,8701,20002,296345,202-281-3950,,,,,,,800,,,,,"[""06"", ""07"", ""08""]",
442,Columbia Heights EC,Magnet School,FALSE,3101 16th St NW,38.92954477,-77.03585831,Ward 1,2802,20010,234375,202-939-7700,,,,655,128,1262,1400,,,,,"[""06"", ""07"", ""08"", ""09"", ""10"", ""11"", ""12""]",Rising
450,Anacostia HS,Regular school,FALSE,1601 16th St SE,38.87008406,-76.98307725,Ward 8,7601,20020,155922,202-698-2155,,,,2472,497,697,1200,,,,,"[""09"", ""10"", ""11"", ""12""]",Priority
452,Ballou HS,Vocational Shared Time,FALSE,3401 4th St SE,38.83938266,-77.00097526,Ward 8,9803,20032,294567,202-645-3400,,,,2535,661,791,1400,,,,,"[""09"", ""10"", ""11"", ""12""]",Priority
454,Cardozo EC,Vocational Shared Time,FALSE,1200 Clifton St. NW,38.92217286,-77.02847069,Ward 1,3600,20009,294513,202-673-7385,,,,,,537,1100,,,,,"[""06"", ""07"", ""08"", ""09"", ""10"", ""11"", ""12""]",Priority
455,Coolidge HS,Vocational Shared Time,FALSE,6315 5th St NW,38.96728457,-77.01957835,Ward 4,1902,20011,294615,202-671-6080,,,,1051,230,490,1105,,,,,"[""09"", ""10"", ""11"", ""12""]",Developing
456,Roosevelt STAY at MacFarland,Vocational Shared Time,FALSE,4400 Iowa Ave. NW,38.94360856,-77.02777641,Ward 4,2501,20011,294595,202-576-8399,,,,,,652,1059,,,,,,
457,Eastern HS,Vocational Shared Time,FALSE,1700 East Capitol St NE,38.89040266,-76.97968429,Ward 6,8002,20003,289529,202-698-4500,,,,1694,227,504,1100,,,,,"[""09"", ""10"", ""11""]",Priority
458,McKinley Technology HS,Magnet School,FALSE,151 T St NE,38.91522012,-77.00412244,Ward 5,8701,20002,296345,202-281-3950,,,,,,697,800,,,,,"[""09"", ""10"", ""11"", ""12""]",Reward
459,Roosevelt HS at MacFarland,Vocational Shared Time,FALSE,4400 Iowa Ave. NW,38.94360856,-77.02777641,Ward 4,2501,20011,294595,202-576-6130,,,,1906,301,473,1059,,,,,"[""09"", ""10"", ""11"", ""12""]",Priority
462,Ballou STAY,Alternative Education School,FALSE,3401 4th St SE,38.83938266,-77.00097526,Ward 8,9803,20032,294567,202-645-3390,,,,,,601,1400,,,,,"[""09"", ""10"", ""11"", ""AO""]",
463,Wilson HS,Vocational Shared Time,FALSE,3950 Chesapeake St NW,38.95015672,-77.0777757,Ward 3,1100,20008,294587,202-282-0120,,,,1528,905,1713,1600,,,,,"[""09"", ""10"", ""11"", ""12"", ""UN""]",Focus
464,H D Woodson HS,Vocational Shared Time,FALSE,540 55th St. NE,38.89678662,-76.92232826,Ward 7,7807,20019,309633,202-939-2030,,,,874,327,710,1000,,,,,"[""09"", ""10"", ""11"", ""12""]",Priority
466,School Without Walls HS,Magnet School,FALSE,2130 G St. NW,38.89812412,-77.04818647,Ward 2,10800,20037,242528,202-645-9690,,,,,,548,440,,,,,"[""09"", ""10"", ""11"", ""12"", ""UN""]",Reward
467,Dunbar HS,Regular school,FALSE,101 N St. NW,38.90762655,-77.01269148,Ward 5,4600,20001,309947,202-698-3762,,,,1451,232,504,1100,,,,,"[""09"", ""10"", ""11"", ""12""]",Priority
471,Ellington School of the Arts,Magnet School,FALSE,3500 R St NW,38.91344638,-77.07030757,Ward 2,300,20007,294569,202-282-0123,,,,,,531,500,,,,,"[""09"", ""10"", ""11"", ""12"", ""UN""]",Reward
474,Washington Metropolitan HS,Regular school,FALSE,300 Bryant St NW,38.92043047,-77.01558101,Ward 1,3400,20001,294475,202-939-3610,,,,,,282,350,,,,,"[""09"", ""10"", ""11"", ""12""]",Priority
478,Phelps Architecture Construction and Engineering HS,Magnet School/Vocational Shared Time,FALSE,704 26th Street NE,38.90199202,-76.97189763,Ward 5,8904,20003,294495,202-729-4360,,,,,,340,650,,,,,"[""09"", ""10"", ""11"", ""12""]",Rising
861,Youth Services Center,Alternative Education School,FALSE,1000 Mt Olivet Rd NE,38.91213959,-76.98858584,Ward 5,8803,20003,290013,202-576-8388,,,,,,89,1000,,,,,"[""06"", ""07"", ""08"", ""09"", ""10"", ""11"", ""12"", ""AO""]",
884,Luke Moore Alternative HS,Vocational Shared Time,FALSE,1001 Monroe St NE,38.93227638,-76.99231633,Ward 5,9301,20017,294504,202-281-3600,,,,,,366,350,,,,,"[""09"", ""10"", ""11"", ""12""]",Priority
947,CHOICE Academy at Emery,Alternative Education School,FALSE,1720 1st St. NE,38.9135031,-77.00677594,Ward 5,8701,20002,294527,202-939-4350,,,,,,10,438,,,,,"[""07"", ""08"", ""09"", ""10"", ""11""]",
155,Friendship PCS,Regular school,TRUE,"1345 Potomac Avenue, SE",38.87938,-76.9868,Ward 6,,20003,,,,,,,,,,,,,,,
195,Eagle Academy PCS,Regular school,TRUE,3400 Wheeler Rd SE,38.84026907,-76.9930375,Ward 8,7304,20032,294566,202-544-2646,,,,,,,,,,,,,
